fk_r_billing_engine_ref_cd,x_invoice_id,sk_id,fk_r_revenue_source_ref_cd,fk_x_billing_account_hub_id,fk_x_subscription_hub_id,fk_s_change_context_id_cr,created_at,updated_at,x_created_at,fk_s_change_context_id_dl,deleted_at
STRIPE,in_18GfVcHiCtHGC78FrbNyzeZU,...,SHIPPING,...,NULL,...,"2017-03-27 22:59:15.135","2017-03-27 22:59:15.507","2016-05-29 18:48:00",NULL,NULL
STRIPE,in_18GfWuHiCtHGC78FK9nCF97U,...,SHIPPING,...,NULL,...,"2017-03-27 22:59:18.713","2017-03-27 22:59:18.993","2016-05-29 18:49:20",NULL,NULL
STRIPE,in_18HOSQHiCtHGC78FmfuE82PD,...,SHIPPING,...,NULL,...,"2017-03-27 22:59:25.612","2017-03-27 22:59:25.641","2016-05-31 18:47:42",NULL,NULL
STRIPE,in_18HOSVHiCtHGC78FF6ZjbaYT,...,SHIPPING,...,NULL,...,"2017-03-27 22:59:25.761","2017-03-27 22:59:25.800","2016-05-31 18:47:47",NULL,NULL
STRIPE,in_18HkwnHiCtHGC78F1lAcdv8D,...,SHIPPING,...,NULL,...,"2017-03-27 22:59:38.144","2017-03-27 22:59:38.725","2016-06-01 18:48:33",NULL,NULL
STRIPE,in_18HkyGHiCtHGC78FtdUnuYJP,...,SHIPPING,...,NULL,...,"2017-03-27 22:59:42.893","2017-03-27 22:59:43.541","2016-06-01 18:50:04",NULL,NULL
STRIPE,in_18I7QJHiCtHGC78FKg9ZuuT6,...,SHIPPING,...,NULL,...,"2017-03-27 22:59:57.505","2017-03-27 22:59:58.171","2016-06-02 18:48:31",NULL,NULL
STRIPE,in_18I7UGHiCtHGC78FBVfjRig2,...,SHIPPING,...,NULL,...,"2017-03-27 23:00:14.151","2017-03-27 23:00:14.813","2016-06-02 18:52:36",NULL,NULL
STRIPE,in_18ITtnHiCtHGC78FUf2og2Qo,...,SHIPPING,...,NULL,...,"2017-03-27 23:00:28.491","2017-03-27 23:00:28.942","2016-06-03 18:48:27",NULL,NULL
STRIPE,in_18ITw3HiCtHGC78FpWyTHFhy,...,SHIPPING,...,NULL,...,"2017-03-27 23:00:36.114","2017-03-27 23:00:37.127","2016-06-03 18:50:47",NULL,NULL
STRIPE,in_18IqMxHiCtHGC78FaUCTP6nM,...,SHIPPING,...,NULL,...,"2017-03-27 23:00:48.761","2017-03-27 23:00:49.213","2016-06-04 18:48:03",NULL,NULL
STRIPE,in_18IqNtHiCtHGC78FpLy56ONC,...,SHIPPING,...,NULL,...,"2017-03-27 23:00:53.503","2017-03-27 23:00:53.962","2016-06-04 18:49:01",NULL,NULL
STRIPE,in_18JCr5HiCtHGC78FGu9o5BM2,...,SHIPPING,...,NULL,...,"2017-03-27 23:01:12.490","2017-03-27 23:01:12.907","2016-06-05 18:48:39",NULL,NULL
STRIPE,in_18JCraHiCtHGC78FnicBSUen,...,SHIPPING,...,NULL,...,"2017-03-27 23:01:14.639","2017-03-27 23:01:14.990","2016-06-05 18:49:10",NULL,NULL
STRIPE,in_18JHo8HiCtHGC78F2IO79LQg,...,PRIMARY,...,...,...,"2017-03-27 23:01:20.118","2017-03-27 23:01:20.250","2016-06-06 00:05:56",NULL,NULL
STRIPE,in_18JZJOHiCtHGC78F9S9DylQR,...,SHIPPING,...,NULL,...,"2017-03-27 23:01:25.157","2017-03-27 23:01:25.237","2016-06-06 18:47:22",NULL,NULL
STRIPE,in_18JvnwHiCtHGC78FFXuqlV3P,...,SHIPPING,...,NULL,...,"2017-03-27 23:01:33.315","2017-03-27 23:01:33.803","2016-06-07 18:48:24",NULL,NULL
STRIPE,in_18JvooHiCtHGC78FCnA2pt6K,...,SHIPPING,...,NULL,...,"2017-03-27 23:01:36.847","2017-03-27 23:01:37.358","2016-06-07 18:49:18",NULL,NULL
STRIPE,in_18QQt5HiCtHGC78FRtfqHik4,...,PRIMARY,...,...,...,"2017-03-27 23:07:35.887","2017-03-27 23:07:35.920","2016-06-25 17:12:35",NULL,NULL
STRIPE,in_18UA3JHiCtHGC78FlcnSivCB,...,PRIMARY,...,...,...,"2017-03-27 23:09:59.212","2017-03-27 23:09:59.306","2016-07-06 00:02:33",NULL,NULL
STRIPE,in_18aDAuHiCtHGC78FLhwjnlAc,...,PRIMARY,...,...,...,"2017-03-27 23:14:02.843","2017-03-27 23:14:02.845","2016-07-22 16:35:24",NULL,NULL
STRIPE,in_18bJDNHiCtHGC78F6WeRoUA5,...,PRIMARY,...,...,...,"2017-03-27 23:14:43.308","2017-03-27 23:14:43.460","2016-07-25 17:14:29",NULL,NULL
STRIPE,in_18bwnxHiCtHGC78FnaaK1LJJ,...,PRIMARY,...,...,...,"2017-03-27 23:15:05.445","2017-03-27 23:15:05.447","2016-07-27 11:30:53",NULL,NULL
STRIPE,in_18crTlHiCtHGC78FaRBLsGN7,...,PRIMARY,...,...,...,"2017-03-27 23:15:52.148","2017-03-27 23:15:52.240","2016-07-30 00:01:49",NULL,NULL
STRIPE,in_18eUC8HiCtHGC78FQdp9Krar,...,PRIMARY,...,...,...,"2017-03-27 23:16:40.717","2017-03-27 23:16:41.077","2016-08-03 11:34:20",NULL,NULL
STRIPE,in_18fOnkHiCtHGC78FWQYvsogu,...,PRIMARY,...,...,...,"2017-03-27 23:17:29.155","2017-03-27 23:17:29.246","2016-08-06 00:00:56",NULL,NULL
STRIPE,in_18mXybHiCtHGC78Fuz8EktXi,...,PRIMARY,...,...,...,"2017-03-27 23:22:24.729","2017-03-27 23:22:24.772","2016-08-25 17:13:41",NULL,NULL
STRIPE,in_18njmHHiCtHGC78FivX1KwAQ,...,PRIMARY,...,...,...,"2017-03-27 23:23:12.366","2017-03-27 23:23:12.461","2016-08-29 00:01:53",NULL,NULL
STRIPE,in_18pMTdHiCtHGC78FJPkJig6V,...,PRIMARY,...,...,...,"2017-03-27 23:24:37.703","2017-03-27 23:24:37.904","2016-09-02 11:33:21",NULL,NULL
STRIPE,in_18qdcAHiCtHGC78F5JXiWBtI,...,PRIMARY,...,...,...,"2017-03-27 23:25:30.104","2017-03-27 23:25:30.296","2016-09-06 00:03:26",NULL,NULL
STRIPE,in_18xmnKHiCtHGC78F6asOrOMB,...,PRIMARY,...,...,...,"2017-03-27 23:31:34.787","2017-03-27 23:31:34.822","2016-09-25 17:16:30",NULL,NULL
STRIPE,in_18yc3yHiCtHGC78FBKFiu1Vh,...,PRIMARY,...,...,...,"2017-03-27 23:32:04.801","2017-03-27 23:32:04.931","2016-09-28 00:01:06",NULL,NULL
STRIPE,in_18zSGwHiCtHGC78FoO7YBStf,...,PRIMARY,...,...,...,"2017-03-27 23:32:47.623","2017-03-27 23:32:47.656","2016-09-30 07:45:58",NULL,NULL
STRIPE,in_18zW6yHiCtHGC78F6vxkkSjt,...,PRIMARY,...,...,...,"2017-03-27 23:32:48.843","2017-03-27 23:32:48.845","2016-09-30 11:51:56",NULL,NULL
STRIPE,in_18zWxWHiCtHGC78FSwnvkR7W,...,PRIMARY,...,...,...,"2017-03-27 23:32:49.165","2017-03-27 23:32:49.167","2016-09-30 12:46:14",NULL,NULL
STRIPE,in_190ErcHiCtHGC78FHv7r1wGv,...,PRIMARY,...,...,...,"2017-03-27 23:33:33.694","2017-03-27 23:33:33.784","2016-10-02 11:39:04",NULL,NULL
STRIPE,in_191VzzHiCtHGC78FbgsWS9VG,...,PRIMARY,...,...,...,"2017-03-27 23:34:42.830","2017-03-27 23:34:42.921","2016-10-06 00:08:59",NULL,NULL
STRIPE,in_198f1IHiCtHGC78FQdr13w6y,...,PRIMARY,...,...,...,"2017-03-27 23:40:18.155","2017-03-27 23:40:18.373","2016-10-25 17:11:52",NULL,NULL
STRIPE,in_199ULOHiCtHGC78FWLFzIAKe,...,PRIMARY,...,...,...,"2017-03-27 23:40:59.653","2017-03-27 23:40:59.890","2016-10-28 00:00:02",NULL,NULL
STRIPE,in_19AKZTHiCtHGC78F0CQErVrC,...,PRIMARY,...,...,...,"2017-03-27 23:41:39.798","2017-03-27 23:41:40.033","2016-10-30 07:46:03",NULL,NULL
STRIPE,in_19AwFuHiCtHGC78FbSQzgCcy,...,PRIMARY,...,...,...,"2017-03-27 23:42:05.747","2017-03-27 23:42:05.782","2016-11-01 00:00:22",NULL,NULL
STRIPE,in_19B72BHiCtHGC78FZ2PyF0YY,...,PRIMARY,...,...,...,"2017-03-27 23:42:07.631","2017-03-27 23:42:07.983","2016-11-01 11:30:55",NULL,NULL
STRIPE,in_19BIjDHiCtHGC78FbAnCXVvy,...,PRIMARY,...,...,...,"2017-03-27 23:42:28.783","2017-03-27 23:42:28.848","2016-11-02 00:00:07",NULL,NULL
STRIPE,in_19CkdVHiCtHGC78FTMz338ag,...,PRIMARY,...,...,...,"2017-03-27 23:43:55.441","2017-03-27 23:43:55.652","2016-11-06 00:00:13",NULL,NULL
STRIPE,in_19JtnWHiCtHGC78F5GyJS6bt,...,PRIMARY,...,...,...,"2017-03-27 23:49:19.742","2017-03-27 23:49:19.776","2016-11-25 16:12:06",NULL,NULL
STRIPE,in_19KMdoHiCtHGC78FB0iaZswG,...,PRIMARY,...,...,...,"2017-03-27 23:49:34.802","2017-03-27 23:49:34.836","2016-11-26 23:00:00",NULL,NULL
STRIPE,in_19L0cOHiCtHGC78FS09UYElp,...,PRIMARY,...,...,...,"2017-03-27 23:49:49.122","2017-03-27 23:49:49.165","2016-11-28 17:41:12",NULL,NULL
STRIPE,in_19LZLaHiCtHGC78FI0zrN5yc,...,PRIMARY,...,...,...,"2017-03-27 23:50:33.224","2017-03-27 23:50:33.258","2016-11-30 06:46:10",NULL,NULL
STRIPE,in_19LoYPHiCtHGC78Fwe4mXQ1W,...,PRIMARY,...,...,...,"2017-03-27 23:51:17.800","2017-03-27 23:51:17.833","2016-11-30 23:00:25",NULL,NULL
STRIPE,in_19LzKeHiCtHGC78FL72rvQo9,...,PRIMARY,...,...,...,"2017-03-27 23:51:19.938","2017-03-27 23:51:20.460","2016-12-01 10:30:56",NULL,NULL
STRIPE,in_19MB1zHiCtHGC78FsrzZl2ZP,...,PRIMARY,...,...,...,"2017-03-27 23:51:51.947","2017-03-27 23:51:52.026","2016-12-01 23:00:27",NULL,NULL
STRIPE,in_19Nce6HiCtHGC78FvaIZJRTk,...,PRIMARY,...,...,...,"2017-03-27 23:53:31.939","2017-03-27 23:53:31.942","2016-12-05 22:41:46",NULL,NULL
STRIPE,in_19NcwYHiCtHGC78FzLTlpuoU,...,PRIMARY,...,...,...,"2017-03-27 23:53:32.266","2017-03-27 23:53:32.529","2016-12-05 23:00:50",NULL,NULL
STRIPE,in_19VsuvHiCtHGC78FpsxIQKqK,...,PRIMARY,...,...,...,"2017-03-28 00:13:25.810","2017-03-28 00:13:25.871","2016-12-28 17:41:17",NULL,NULL
STRIPE,in_19WRdzHiCtHGC78FtXssvtOg,...,PRIMARY,...,...,...,"2017-03-28 00:15:23.316","2017-03-28 00:15:23.384","2016-12-30 06:46:07",NULL,NULL
STRIPE,in_19WgqkHiCtHGC78FGcmiDUCj,...,PRIMARY,...,...,...,"2017-03-28 00:16:25.728","2017-03-28 00:16:25.787","2016-12-30 23:00:18",NULL,NULL
STRIPE,in_19WrdFHiCtHGC78FtyYWJB4Y,...,PRIMARY,...,...,...,"2017-03-28 00:16:28.503","2017-03-28 00:16:28.537","2016-12-31 10:31:05",NULL,NULL
STRIPE,in_19X3KxHiCtHGC78FIVuPH01Y,...,PRIMARY,...,...,...,"2017-03-28 00:16:50.365","2017-03-28 00:16:50.590","2016-12-31 23:00:59",NULL,NULL
STRIPE,in_19Yri7HiCtHGC78Fdnh2ipoG,...,PRIMARY,...,...,...,"2017-03-28 00:21:10.133","2017-03-28 00:21:10.235","2017-01-05 23:00:23",NULL,NULL
STRIPE,in_19gelfHiCtHGC78Feuoc8H6W,...,PRIMARY,...,...,...,"2017-03-28 00:37:31.775","2017-03-28 00:37:31.811","2017-01-27 10:48:15",NULL,NULL
STRIPE,in_19glDJHiCtHGC78FFdafeEEo,...,PRIMARY,...,...,...,"2017-03-28 00:38:14.371","2017-03-28 00:38:14.405","2017-01-27 17:41:13",NULL,NULL
STRIPE,in_19hZ8wHiCtHGC78Fhfr46U4M,...,PRIMARY,...,...,...,"2017-03-28 00:39:09.275","2017-03-28 00:39:09.309","2017-01-29 23:00:02",NULL,NULL
STRIPE,in_19hgR9HiCtHGC78FCe2e24Dm,...,PRIMARY,...,...,...,"2017-03-28 00:39:09.541","2017-03-28 00:39:09.576","2017-01-30 06:47:19",NULL,NULL
STRIPE,in_19hjwoHiCtHGC78FSz5Lq3y9,...,PRIMARY,...,...,...,"2017-03-28 00:39:11.597","2017-03-28 00:39:11.672","2017-01-30 10:32:14",NULL,NULL
STRIPE,in_19hvcxHiCtHGC78FvaPOlqUS,...,PRIMARY,...,...,...,"2017-03-28 00:39:54.264","2017-03-28 00:39:54.383","2017-01-30 23:00:31",NULL,NULL
STRIPE,in_19k6UxHiCtHGC78FcPd9fKWZ,...,PRIMARY,...,...,...,"2017-03-28 00:43:37.039","2017-03-28 00:43:37.186","2017-02-05 23:01:15",NULL,NULL
STRIPE,in_19rdWJHiCtHGC78FF8Xzu1U1,...,PRIMARY,...,...,...,"2017-03-28 01:19:09.012","2017-03-28 01:19:09.385","2017-02-26 17:41:47",NULL,NULL
STRIPE,in_19rtYCHiCtHGC78Fu4vZ2Uzf,...,PRIMARY,...,...,...,"2017-03-28 01:19:24.831","2017-03-28 01:19:26.329","2017-02-27 10:48:48",NULL,NULL
STRIPE,in_19sCFqHiCtHGC78FKGbi4a7W,...,PRIMARY,...,...,...,"2017-03-28 01:21:26.734","2017-03-28 01:21:26.811","2017-02-28 06:47:06",NULL,NULL
STRIPE,in_19sRSVHiCtHGC78FL9eSRtf6,...,PRIMARY,...,...,...,"2017-03-28 01:23:35.414","2017-03-28 01:23:35.476","2017-02-28 23:01:11",NULL,NULL
STRIPE,in_19scFvHiCtHGC78FR0PQPuQf,...,PRIMARY,...,...,...,"2017-03-28 01:23:50.519","2017-03-28 01:23:52.890","2017-03-01 10:32:55",NULL,NULL
STRIPE,in_19snxJHiCtHGC78FaA4Pdifl,...,PRIMARY,...,...,...,"2017-03-28 01:25:36.569","2017-03-28 01:25:36.795","2017-03-01 23:02:29",NULL,NULL
STRIPE,in_19uFpfHiCtHGC78Fbl8KNtf9,...,PRIMARY,...,...,...,"2017-03-28 01:33:20.672","2017-03-28 01:33:21.112","2017-03-05 23:00:35",NULL,NULL
STRIPE,in_1A0e7wHiCtHGC78FpKThXCKt,...,PRIMARY,...,...,...,"2017-03-28 04:10:49.817","2017-03-28 04:10:50.779","2017-03-23 15:09:52",NULL,NULL
STRIPE,in_1A22tgHiCtHGC78FOt98CNL0,...,PRIMARY,...,...,...,"2017-03-28 05:39:24.743","2017-03-28 05:39:52.765","2017-03-27 11:48:56",NULL,NULL
